school_name,school_code,publish_year,Total_teachers,Total_student,Total_classroom
"AIR FORCE SCHOOL,COIMBATORE",33120100909,1952,26,864,24
school_name,school_code,publish_year,Total_teachers,Total_student,Total_classroom
"AIR FORCE SCHOOL,COIMBATORE",33120100909,1952,26,864,24
